Frame,GT_X(m),GT_Y(m),Meas_X(m),Meas_Y(m),Filt_X(m),Filt_Y(m),NIS
195,83.1631,99.8298,83.2848,99.5932,83.1838,99.7190,2.3612
196,82.8883,99.6412,82.7773,99.7371,82.8308,99.6537,2.4292
197,82.6155,99.4496,82.7047,99.1757,82.6334,99.3176,2.6488
198,82.3450,99.2549,82.6878,99.1208,82.5311,99.1102,1.7212
199,82.0766,99.0572,82.0201,99.1227,82.1116,99.0149,1.3500
200,81.8104,98.8566,81.8579,99.0265,81.8416,98.8946,1.3083
201,81.5464,98.6530,81.4736,98.5759,81.5017,98.6298,0.4708
202,81.2848,98.4465,81.4192,98.6550,81.3292,98.5060,2.5662
203,81.0254,98.2371,80.8429,98.6282,80.9365,98.4360,3.7709
204,80.7684,98.0249,80.7975,98.0333,80.7383,98.1733,2.4162
205,80.5138,97.8098,80.0477,97.7054,80.2393,97.8799,3.9441
206,80.2615,97.5919,79.8740,97.5953,79.9109,97.6527,0.8573
207,80.0117,97.3712,80.1000,97.5062,79.8646,97.4311,5.4733
208,79.7644,97.1477,79.7866,96.8445,79.6925,97.0345,1.9043
209,79.5196,96.9215,79.5489,97.0256,79.5110,96.8977,4.9231
210,79.2773,96.6926,79.3982,96.8216,79.3138,96.7361,1.7966
211,79.0375,96.4610,79.1824,96.2059,79.1403,96.4118,5.7540
212,78.8004,96.2268,78.8359,96.1786,78.8379,96.1537,1.3216
213,78.5658,95.9899,78.2011,95.9474,78.3667,95.9403,2.1255
214,78.3339,95.7504,78.3718,95.6268,78.2387,95.6646,2.3573
215,78.1047,95.5084,78.1866,94.9872,78.1296,95.2424,6.2520
216,77.8782,95.2639,77.8625,95.0367,77.8658,95.0045,0.0333
217,77.6544,95.0169,77.4922,95.4913,77.5303,95.0846,5.5424
218,77.4334,94.7673,77.5643,94.2079,77.4390,94.5572,4.9698
219,77.2151,94.5154,77.2693,94.2993,77.2334,94.3041,1.2127
220,76.9997,94.2610,77.3456,94.5696,77.2089,94.2860,6.5900
221,76.7871,94.0043,76.5755,94.3313,76.7527,94.1819,4.0740
222,76.5774,93.7452,76.4597,93.8354,76.4969,93.9062,1.9794
223,76.3706,93.4838,76.2132,93.5915,76.2590,93.6509,4.0153
224,76.1667,93.2201,75.9161,93.1902,75.9713,93.3002,0.9189
225,75.9657,92.9542,76.1221,92.8086,75.9636,92.9373,3.3445
226,75.7677,92.6860,76.0193,92.7669,75.8806,92.7014,1.8103
227,75.5727,92.4157,75.5002,92.7871,75.5616,92.6006,4.3100
228,75.3807,92.1432,75.3077,92.3470,75.3167,92.3453,1.7083
229,75.1917,91.8686,75.2887,92.0172,75.2041,92.0456,0.5901
230,75.0058,91.5919,75.0719,91.7329,75.0501,91.7474,2.3962
231,74.8230,91.3132,75.1184,91.3510,75.0105,91.4093,2.5081
232,74.6433,91.0324,74.9722,91.1146,74.9179,91.1337,2.8391
233,74.4668,90.7497,74.4538,90.2615,74.5740,90.5642,7.2234
234,74.2933,90.4650,74.0991,90.4193,74.2029,90.3251,1.8549
